;ID_exp;date_exp;description;Kheight;Kx;Ky;Kz;tilx;tily;tilz;rotation;ID_subject;x;y;height;time;joints;pitch;yaw;roll;body_length;posture;re_body_angle;origin_x;origin_y;diff_re_body_angle;shr_x;shr_y;shl_x;shl_y;sp_x;sp_y
1899;AW_171220;2020-12-17 05:12:23.869906;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037937054;-0.543;2.929;1.320;05:12:23.8699063;{'SpineBase': [0.537891567, 0.0152991964, 2.981432], 'SpineMid': [0.542844534, 0.22584416, 2.92896438], 'Neck': [0.545507967, 0.431937665, 2.86757421], 'Head': [0.5908793, 0.550667465, 2.820303], 'ShoulderLeft': [0.422683358, 0.3149871, 2.83656549], 'ElbowLeft': [0.370355755, 0.101432472, 2.90583515], 'WristLeft': [0.3891933, -0.127627373, 2.93254685], 'HandLeft': [0.388795525, -0.181743547, 2.94572687], 'ShoulderRight': [0.705245733, 0.337579072, 2.93820381], 'WristRight': [0.772101939, -0.07291961, 3.11624], 'HandRight': [0.7696041, -0.117279567, 3.10827279], 'HipLeft': [0.484281629, 0.0174432974, 2.93640041], 'KneeLeft': [0.3632645, -0.188812286, 2.96266985], 'FootLeft': [0.380059958, -0.32352668, 3.02144265], 'HipRight': [0.58152926, 0.0125246085, 2.97373533], 'SpineShoulder': [0.545203, 0.381032318, 2.88458061], 'HandTipLeft': [0.3981632, -0.240105376, 2.96997881], 'ThumbLeft': [0.41708383, -0.176903665, 2.92557168], 'HandTipRight': [0.777578533, -0.18189837, 3.12691832], 'ThumbRight': [0.7557241, -0.137696356, 3.089125]};-15;-35;0;0.378;Undefined;-109.780;-0.543;2.929;25.220;-0.705;2.938;-0.423;2.837;-0.545;2.885
1900;AW_171220;2020-12-17 05:12:24.105250;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037937054;-0.585;2.858;1.328;05:12:24.1052509;{'SpineBase': [0.58826524, -0.009360832, 2.91079021], 'SpineMid': [0.5851968, 0.201180056, 2.85823035], 'Neck': [0.5804109, 0.4074845, 2.7966888], 'Head': [0.6187683, 0.536573768, 2.756246], 'ShoulderLeft': [0.4496932, 0.294839561, 2.776445], 'ElbowLeft': [0.4012725, 0.07906873, 2.84227824], 'WristLeft': [0.4093233, -0.153326109, 2.83918047], 'HandLeft': [0.417026162, -0.209500372, 2.846165], 'ShoulderRight': [0.7452712, 0.3140969, 2.8653357], 'ElbowRight': [0.7845619, 0.120184936, 2.97607231], 'WristRight': [0.8120183, -0.105227217, 3.01654863], 'HandRight': [0.801174, -0.203695029, 3.03976727], 'HipLeft': [0.5320536, -0.0120033855, 2.87099433], 'KneeLeft': [0.421233654, -0.2277416, 2.87883544], 'FootLeft': [0.42903176, -0.378378063, 2.91543961], 'HipRight': [0.6340687, -0.00657659443, 2.898368], 'KneeRight': [0.813166857, -0.078996174, 3.02357841], 'SpineShoulder': [0.5819415, 0.3565274, 2.81373668], 'HandTipLeft': [0.430683285, -0.26713568, 2.855142], 'ThumbLeft': [0.444844484, -0.234372273, 2.82436371], 'HandTipRight': [0.796346664, -0.261479557, 3.08037925], 'ThumbRight': [0.769528151, -0.247524485, 3.0454998]};-25;-35;15;0.379;Undefined;-106.740;-0.585;2.858;28.260;-0.745;2.865;-0.450;2.776;-0.582;2.814
1901;AW_171220;2020-12-17 05:12:24.335677;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037937054;-0.581;2.770;1.327;05:12:24.3356771;{'SpineBase': [0.576388, -0.0454616956, 2.82082629], 'SpineMid': [0.5807689, 0.169798836, 2.7699995], 'Neck': [0.5822454, 0.379956573, 2.70977449], 'Head': [0.6214559, 0.5038332, 2.665158], 'ShoulderLeft': [0.455188036, 0.264186919, 2.6860323], 'ElbowLeft': [0.399771839, 0.0523069575, 2.75763774], 'WristLeft': [0.393083662, -0.17731531, 2.767762], 'HandLeft': [0.4086494, -0.249971464, 2.76534271], 'ShoulderRight': [0.7510418, 0.287352651, 2.77876949], 'ElbowRight': [0.7872809, 0.09242125, 2.88886333], 'WristRight': [0.813544333, -0.133740708, 2.92632174], 'HandRight': [0.807557344, -0.207438231, 2.93488], 'HipLeft': [0.51970005, -0.04767073, 2.78015184], 'KneeLeft': [0.4150547, -0.271037161, 2.796794], 'FootLeft': [0.372463644, -0.118052751, 2.69277382], 'HipRight': [0.6223266, -0.04250207, 2.809326], 'SpineShoulder': [0.582310557, 0.328089952, 2.72655225], 'HandTipLeft': [0.422279745, -0.304346055, 2.76682019], 'ThumbLeft': [0.439144045, -0.274413019, 2.7445], 'HandTipRight': [0.7954657, -0.263130248, 2.9549768], 'ThumbRight': [0.7802912, -0.233454525, 2.92916679]};-20;-35;5;0.385;Undefined;-107.400;-0.581;2.770;27.600;-0.751;2.779;-0.455;2.686;-0.582;2.727
1902;AW_171220;2020-12-17 05:12:24.536124;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037937054;-0.550;2.667;1.322;05:12:24.5361241;{'SpineBase': [0.5504345, -0.08543362, 2.7198875], 'SpineMid': [0.550435, 0.12933068, 2.66747379], 'Neck': [0.54670167, 0.3400583, 2.60424519], 'Head': [0.5887509, 0.4696165, 2.567011], 'ShoulderLeft': [0.424721152, 0.225647047, 2.57783985], 'ElbowLeft': [0.373173535, 0.01332173, 2.65045857], 'WristLeft': [0.360470235, -0.182692319, 2.64197421], 'HandLeft': [0.379460633, -0.251883656, 2.6506567], 'ShoulderRight': [0.715661049, 0.2569619, 2.68327332], 'ElbowRight': [0.7517121, 0.05827934, 2.78732228], 'WristRight': [0.7805857, -0.162250891, 2.84526873], 'HandRight': [0.7731726, -0.234720469, 2.85134029], 'HipLeft': [0.4952673, -0.0887709, 2.67701817], 'KneeLeft': [0.384052068, -0.302734017, 2.68846154], 'AnkleLeft': [0.449773043, -0.5733924, 2.73296428], 'FootLeft': [0.464737058, -0.4994101, 2.64521551], 'HipRight': [0.5951053, -0.080512315, 2.71061659], 'KneeRight': [0.794008553, -0.194422737, 2.87597013], 'SpineShoulder': [0.548171341, 0.287957817, 2.62187624], 'HandTipLeft': [0.389595658, -0.313657045, 2.652114], 'ThumbLeft': [0.4122746, -0.202100664, 2.61125016], 'HandTipRight': [0.771679163, -0.294969171, 2.87409163], 'ThumbRight': [0.746478, -0.285352468, 2.85671449]};-15;-35;5;0.386;Undefined;-109.920;-0.550;2.667;25.080;-0.716;2.683;-0.425;2.578;-0.548;2.622
1903;AW_171220;2020-12-17 05:12:24.737603;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037937054;-0.516;2.559;1.373;05:12:24.7376030;{'SpineBase': [0.5202073, -0.114835665, 2.61116958], 'SpineMid': [0.5163864, 0.105074815, 2.55857658], 'Neck': [0.5101837, 0.3204674, 2.49669981], 'Head': [0.553580463, 0.452075183, 2.4635005], 'ShoulderLeft': [0.389353216, 0.204910591, 2.46982], 'ElbowLeft': [0.335994333, -0.009941163, 2.53489637], 'WristLeft': [0.3380735, -0.203038335, 2.527275], 'HandLeft': [0.338869631, -0.27414003, 2.53903913], 'ShoulderRight': [0.6732265, 0.233632967, 2.57029486], 'ElbowRight': [0.7088606, 0.04051861, 2.68329549], 'WristRight': [0.7250949, -0.182963073, 2.7360034], 'HandRight': [0.729547143, -0.252446681, 2.74985433], 'HipLeft': [0.466322482, -0.118151255, 2.56946754], 'KneeLeft': [0.36687, -0.360789716, 2.59804535], 'AnkleLeft': [0.416482747, -0.617823243, 2.697435], 'FootLeft': [0.415565938, -0.5225812, 2.59937263], 'HipRight': [0.563738763, -0.109119438, 2.600679], 'KneeRight': [0.737379849, -0.224851072, 2.76248145], 'SpineShoulder': [0.5121299, 0.267259717, 2.51384974], 'HandTipLeft': [0.347813547, -0.3355357, 2.54575038], 'ThumbLeft': [0.361880928, -0.26419, 2.51161122], 'HandTipRight': [0.728625357, -0.320408255, 2.77648735], 'ThumbRight': [0.7037662, -0.270407975, 2.723875]};-15;-40;5;0.394;Undefined;-109.490;-0.516;2.559;25.510;-0.673;2.570;-0.389;2.470;-0.512;2.514
1904;AW_171220;2020-12-17 05:12:24.940063;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037937054;-0.504;2.485;1.461;05:12:24.9400638;{'SpineBase': [0.509622335, -0.131952673, 2.546915], 'SpineMid': [0.5041836, 0.08815054, 2.48529768], 'Neck': [0.4965257, 0.304022, 2.41476154], 'Head': [0.542695463, 0.430168927, 2.38023376], 'ShoulderLeft': [0.3794795, 0.183335021, 2.38634181], 'ElbowLeft': [0.3165358, -0.0288714375, 2.45196462], 'WristLeft': [0.312377781, -0.2165776, 2.473095], 'HandLeft': [0.324532747, -0.2885969, 2.4762218], 'ShoulderRight': [0.6575984, 0.221255541, 2.49872732], 'ElbowRight': [0.686895549, 0.0308889747, 2.617644], 'WristRight': [0.7059758, -0.191710114, 2.6728332], 'HandRight': [0.7083127, -0.263559043, 2.676017], 'HipLeft': [0.460156918, -0.136329085, 2.504581], 'KneeLeft': [0.348205715, -0.3620472, 2.53278661], 'FootLeft': [0.386746228, -0.5154872, 2.55508447], 'HipRight': [0.5487049, -0.124857455, 2.53702521], 'KneeRight': [0.7144231, -0.2698132, 2.692567], 'AnkleRight': [0.6477208, -0.631728947, 2.79724026], 'SpineShoulder': [0.498832017, 0.2506796, 2.43404841], 'HandTipLeft': [0.3356443, -0.3473746, 2.48171878], 'ThumbLeft': [0.348204255, -0.285475135, 2.484875], 'HandTipRight': [0.7109575, -0.330294341, 2.692584], 'ThumbRight': [0.678772449, -0.272418678, 2.6445]};-20;-40;10;0.399;Undefined;-112.000;-0.504;2.485;23.000;-0.658;2.499;-0.379;2.386;-0.499;2.434
1905;AW_171220;2020-12-17 05:12:25.140525;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037937054;-0.504;2.416;1.404;05:12:25.1405250;{'SpineBase': [0.5035667, -0.163063452, 2.47876644], 'SpineMid': [0.50401783, 0.0598750338, 2.41595578], 'Neck': [0.5021383, 0.278072417, 2.34375453], 'Head': [0.549677968, 0.405227363, 2.30105042], 'ShoulderLeft': [0.3863816, 0.159092471, 2.31868076], 'ElbowLeft': [0.324451447, -0.05016766, 2.392538], 'WristLeft': [0.317821741, -0.2463719, 2.41513753], 'HandLeft': [0.331187546, -0.316582084, 2.42419577], 'ShoulderRight': [0.659435034, 0.190755874, 2.41965127], 'ElbowRight': [0.691830337, 0.0107698459, 2.55138516], 'HandRight': [0.7179328, -0.258585244, 2.61538172], 'HipLeft': [0.4464494, -0.169694692, 2.439292], 'KneeLeft': [0.3613056, -0.438763559, 2.50439215], 'FootLeft': [0.409770846, -0.521131933, 2.61843085], 'HipRight': [0.549857557, -0.154111087, 2.4656775], 'KneeRight': [0.7263411, -0.246313438, 2.632798], 'AnkleRight': [0.5776861, -0.5309268, 2.533277], 'FootRight': [0.6116541, -0.5465684, 2.43569], 'SpineShoulder': [0.50301224, 0.2242081, 2.36351967], 'HandTipLeft': [0.338349968, -0.381054044, 2.44435072], 'ThumbLeft': [0.356387824, -0.298268557, 2.406294], 'HandTipRight': [0.7161856, -0.333164781, 2.633979], 'ThumbRight': [0.701888859, -0.280868918, 2.598059]};-25;-40;10;0.404;Undefined;-110.290;-0.504;2.416;24.710;-0.659;2.420;-0.386;2.319;-0.503;2.364
1906;AW_171220;2020-12-17 05:12:25.373887;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037937054;-0.542;2.335;1.391;05:12:25.3738878;{'SpineBase': [0.5424292, -0.203567043, 2.38810158], 'SpineMid': [0.5423622, 0.0221410934, 2.33502316], 'Neck': [0.540026665, 0.243284255, 2.27271962], 'Head': [0.5861144, 0.373330653, 2.22512221], 'ShoulderLeft': [0.41622287, 0.128318176, 2.25018549], 'ElbowLeft': [0.3598949, -0.08256293, 2.323742], 'WristLeft': [0.350359, -0.279610723, 2.33943534], 'HandLeft': [0.363070279, -0.323418647, 2.33867431], 'ShoulderRight': [0.6986597, 0.149770185, 2.33413053], 'ElbowRight': [0.7374913, -0.044065807, 2.44482565], 'WristRight': [0.7692574, -0.266158342, 2.4955647], 'HandRight': [0.761863947, -0.3292964, 2.506107], 'HipLeft': [0.48582086, -0.20555824, 2.35081172], 'KneeLeft': [0.392924875, -0.447389275, 2.41325474], 'HipRight': [0.587315142, -0.196973979, 2.373537], 'KneeRight': [0.6270368, -0.459472984, 2.414431], 'FootRight': [0.5945132, -0.6153228, 2.43071079], 'SpineShoulder': [0.5410251, 0.18864806, 2.28997612], 'HandTipLeft': [0.373049647, -0.392517179, 2.346362], 'ThumbLeft': [0.382632881, -0.324656874, 2.31050014], 'HandTipRight': [0.762155354, -0.390929073, 2.53170919], 'ThumbRight': [0.7353644, -0.353598684, 2.47571445]};-20;-40;5;0.404;Undefined;-106.550;-0.542;2.335;28.450;-0.699;2.334;-0.416;2.250;-0.541;2.290
1907;AW_171220;2020-12-17 05:12:25.606232;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037937054;-0.589;2.264;1.448;05:12:25.6062324;{'SpineBase': [0.593704641, -0.230816022, 2.317819], 'SpineMid': [0.5891787, -0.00228453171, 2.2636], 'Neck': [0.582535446, 0.221769825, 2.20034766], 'Head': [0.6283555, 0.352028728, 2.15397239], 'ShoulderLeft': [0.454437584, 0.109903276, 2.17889786], 'ElbowLeft': [0.398823053, -0.104606517, 2.24406934], 'WristLeft': [0.389909863, -0.323071271, 2.250522], 'HandLeft': [0.409933329, -0.392490655, 2.261504], 'ShoulderRight': [0.748210847, 0.123969182, 2.26221514], 'ElbowRight': [0.782447934, -0.0798979, 2.35756421], 'WristRight': [0.8019763, -0.306068242, 2.3977232], 'HandRight': [0.810686469, -0.358139277, 2.39970946], 'HipLeft': [0.53511554, -0.234195426, 2.28279877], 'KneeLeft': [0.475651, -0.54864794, 2.30598831], 'AnkleLeft': [0.517034531, -0.8231803, 2.3528862], 'FootLeft': [0.4960076, -0.70329833, 2.30243564], 'HipRight': [0.6391787, -0.222329974, 2.301494], 'KneeRight': [0.6692508, -0.4521707, 2.34906673], 'FootRight': [0.614919543, -0.6047438, 2.35147214], 'SpineShoulder': [0.5846182, 0.1663988, 2.2178266], 'HandTipLeft': [0.4114364, -0.458921075, 2.27880168], 'ThumbLeft': [0.4376284, -0.379183829, 2.24872565], 'HandTipRight': [0.7964042, -0.413202316, 2.40744352], 'ThumbRight': [0.780684948, -0.3886796, 2.3881]};-20;-40;10;0.410;Undefined;-105.830;-0.589;2.264;29.170;-0.748;2.262;-0.454;2.179;-0.585;2.218
1908;AW_171220;2020-12-17 05:12:25.836684;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037937054;-0.601;2.191;1.436;05:12:25.8366845;{'SpineBase': [0.5996455, -0.262565, 2.249256], 'SpineMid': [0.601196468, -0.03106697, 2.191237], 'Neck': [0.5991172, 0.195904136, 2.12326717], 'Head': [0.64412874, 0.324047476, 2.068323], 'ShoulderLeft': [0.469624639, 0.08278062, 2.10433912], 'ElbowLeft': [0.408212841, -0.1297541, 2.17056584], 'WristLeft': [0.396389246, -0.3599007, 2.17823458], 'HandLeft': [0.409333527, -0.427944541, 2.18191838], 'ShoulderRight': [0.766281, 0.100436307, 2.185152], 'ElbowRight': [0.799439669, -0.102294795, 2.28269029], 'WristRight': [0.8247677, -0.324373871, 2.33607721], 'HandRight': [0.8179303, -0.382903248, 2.334536], 'HipLeft': [0.5425213, -0.258849353, 2.21471643], 'KneeLeft': [0.474220872, -0.5584876, 2.20522285], 'FootLeft': [0.449802458, -0.7384501, 2.20679235], 'HipRight': [0.6431058, -0.260351181, 2.23273277], 'KneeRight': [0.657184541, -0.5565842, 2.33542323], 'AnkleRight': [0.488218784, -0.737781346, 2.18532133], 'FootRight': [0.5533343, -0.6536711, 2.21266127], 'SpineShoulder': [0.6001775, 0.139818877, 2.142002], 'HandTipLeft': [0.409022361, -0.493783146, 2.197233], 'ThumbLeft': [0.435752541, -0.411254972, 2.16745472], 'HandTipRight': [0.7982567, -0.4411557, 2.3509388], 'ThumbRight': [0.7947285, -0.4036853, 2.35700035]};-25;-45;10;0.416;Undefined;-105.240;-0.601;2.191;29.760;-0.766;2.185;-0.470;2.104;-0.600;2.142
1909;AW_171220;2020-12-17 05:12:26.040086;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037937054;-0.586;2.092;1.367;05:12:26.0400860;{'SpineBase': [0.584226549, -0.2999141, 2.14662576], 'SpineMid': [0.585513, -0.06748201, 2.0923543], 'Neck': [0.583866358, 0.160575151, 2.02884531], 'Head': [0.631539047, 0.2897529, 1.97707188], 'ShoulderLeft': [0.458029151, 0.04518127, 2.00422978], 'ElbowLeft': [0.400619656, -0.168162346, 2.07105374], 'WristLeft': [0.388504654, -0.38956213, 2.088834], 'HandLeft': [0.398429573, -0.4547135, 2.09383368], 'ShoulderRight': [0.7518786, 0.06501025, 2.09666848], 'ElbowRight': [0.787373841, -0.131850421, 2.20329666], 'WristRight': [0.8091594, -0.353134573, 2.26076412], 'HandRight': [0.799804747, -0.439032942, 2.27434731], 'HipLeft': [0.5279938, -0.2969291, 2.11055613], 'KneeLeft': [0.457778752, -0.5565508, 2.13242459], 'FootLeft': [0.477128237, -0.7500991, 2.09621668], 'HipRight': [0.626577854, -0.295835763, 2.131835], 'KneeRight': [0.6368118, -0.5369632, 2.211405], 'AnkleRight': [0.5023093, -0.768096149, 2.103136], 'FootRight': [0.41688025, -0.750251, 2.04993749], 'SpineShoulder': [0.5847942, 0.104193136, 2.04639149], 'HandTipLeft': [0.395553946, -0.5194094, 2.11371779], 'ThumbLeft': [0.426913, -0.457475662, 2.07193756], 'HandTipRight': [0.779234648, -0.505910754, 2.295412], 'ThumbRight': [0.789420068, -0.409884661, 2.29030013]};-20;-40;5;0.416;Undefined;-107.460;-0.586;2.092;27.540;-0.752;2.097;-0.458;2.004;-0.585;2.046
1910;AW_171220;2020-12-17 05:12:26.273515;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037937054;-0.551;1.959;1.348;05:12:26.2735157;{'SpineBase': [0.5542682, -0.3281757, 2.01307034], 'SpineMid': [0.551373959, -0.09411539, 1.95934129], 'Neck': [0.5455779, 0.1353973, 1.89621222], 'Head': [0.5923606, 0.26295954, 1.84724092], 'ShoulderLeft': [0.422672063, 0.0166154373, 1.86389279], 'ElbowLeft': [0.36137, -0.196778014, 1.9276216], 'WristLeft': [0.35924384, -0.4092032, 1.9448539], 'HandLeft': [0.369422525, -0.472998083, 1.9515444], 'ShoulderRight': [0.7136062, 0.0385714248, 1.96469045], 'ElbowRight': [0.747991264, -0.156227782, 2.0747292], 'WristRight': [0.7655676, -0.375174254, 2.14036465], 'HandRight': [0.7666858, -0.432673573, 2.15064859], 'HipLeft': [0.499441922, -0.324128419, 1.97396314], 'KneeLeft': [0.4404796, -0.6018839, 2.01038384], 'FootLeft': [0.441143364, -0.766243756, 2.03461957], 'HipRight': [0.5951178, -0.323971123, 2.001515], 'KneeRight': [0.649114966, -0.561343133, 2.082722], 'FootRight': [0.5183605, -0.710083961, 1.96288276], 'SpineShoulder': [0.5475385, 0.07867693, 1.91367733], 'HandTipLeft': [0.3706923, -0.541983068, 1.97179568], 'ThumbLeft': [0.399606645, -0.476093143, 1.93562508], 'HandTipRight': [0.75795877, -0.495282143, 2.15939426], 'ThumbRight': [0.730317, -0.4581457, 2.135125]};-20;-45;5;0.419;Undefined;-109.110;-0.551;1.959;25.890;-0.714;1.965;-0.423;1.864;-0.548;1.914
1911;AW_171220;2020-12-17 05:12:26.503240;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037937054;-0.530;1.863;1.441;05:12:26.5032403;{'SpineBase': [0.534710467, -0.360035956, 1.9276247], 'SpineMid': [0.530046761, -0.123895444, 1.86341155], 'Neck': [0.5222238, 0.107864514, 1.78956115], 'Head': [0.5697223, 0.231198683, 1.741072], 'ShoulderLeft': [0.4037853, -0.0103127426, 1.7562089], 'ElbowLeft': [0.334319621, -0.219507322, 1.82440042], 'WristLeft': [0.333647668, -0.4211419, 1.84353244], 'HandLeft': [0.342888921, -0.477511525, 1.85481417], 'ShoulderRight': [0.68294847, 0.01022436, 1.86421037], 'ElbowRight': [0.716968536, -0.1782526, 1.98339164], 'WristRight': [0.73836714, -0.394506216, 2.05499983], 'HandRight': [0.7384268, -0.443371326, 2.062178], 'HipLeft': [0.477472484, -0.351708055, 1.8860476], 'KneeLeft': [0.418075174, -0.637016, 1.94191492], 'FootLeft': [0.395026743, -0.776431262, 1.99838233], 'HipRight': [0.5779063, -0.3591248, 1.9187566], 'KneeRight': [0.6249502, -0.635873556, 1.992647], 'SpineShoulder': [0.5247215, 0.0505762771, 1.80973065], 'HandTipLeft': [0.346626639, -0.5492609, 1.87332857], 'ThumbLeft': [0.3741036, -0.462621778, 1.83469558], 'HandTipRight': [0.7526117, -0.5103829, 2.077156], 'ThumbRight': [0.7113194, -0.4651777, 2.04013348]};-25;-45;5;0.427;Undefined;-111.150;-0.530;1.863;23.850;-0.683;1.864;-0.404;1.756;-0.525;1.810
1912;AW_171220;2020-12-17 05:12:26.735845;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037937054;-0.538;1.786;1.411;05:12:26.7358453;{'SpineBase': [0.543623149, -0.3830182, 1.85781717], 'SpineMid': [0.538355231, -0.1492861, 1.78613377], 'Neck': [0.529725254, 0.07999286, 1.70464849], 'Head': [0.5774908, 0.205761716, 1.64802277], 'ShoulderLeft': [0.412833631, -0.03803882, 1.6749177], 'ElbowLeft': [0.343927652, -0.2457555, 1.74711788], 'WristLeft': [0.3374482, -0.436862, 1.78163457], 'HandLeft': [0.347378522, -0.491483182, 1.7901715], 'ShoulderRight': [0.681008935, -0.0167345777, 1.77921677], 'HipLeft': [0.485746384, -0.374893576, 1.8172909], 'KneeLeft': [0.41016975, -0.6140874, 1.87148607], 'HipRight': [0.586795, -0.380819261, 1.848204], 'KneeRight': [0.622249961, -0.6340878, 1.91861916], 'FootRight': [0.5689676, -0.7861495, 1.88235307], 'SpineShoulder': [0.5324614, 0.02333226, 1.726738], 'HandTipLeft': [0.346628428, -0.5613873, 1.81687176], 'ThumbLeft': [0.377797633, -0.4968532, 1.780643], 'HandTipRight': [0.741767466, -0.4910638, 2.00964], 'ThumbRight': [0.728799939, -0.4472475, 1.98543739]};-30;-45;10;0.427;Undefined;-111.250;-0.538;1.786;23.750;-0.681;1.779;-0.413;1.675;-0.532;1.727
1913;AW_171220;2020-12-17 05:12:26.939245;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037937054;-0.563;1.707;1.352;05:12:26.9392455;{'SpineBase': [0.563748, -0.413764477, 1.76244736], 'SpineMid': [0.5631796, -0.1777234, 1.70658672], 'Neck': [0.5588005, 0.0539830923, 1.640669], 'Head': [0.602815449, 0.180061743, 1.59096158], 'ShoulderLeft': [0.440801144, -0.0627465546, 1.60951483], 'ElbowLeft': [0.374612123, -0.272283882, 1.6793623], 'WristLeft': [0.36289072, -0.4732573, 1.70858908], 'HandLeft': [0.376443774, -0.525923431, 1.71585059], 'ShoulderRight': [0.7124538, -0.0456008837, 1.7136935], 'HipLeft': [0.505084753, -0.402164876, 1.72055173], 'KneeLeft': [0.4252434, -0.621741, 1.77699876], 'FootLeft': [0.4216759, -0.7798168, 1.86207175], 'HipRight': [0.6065709, -0.413742363, 1.75487041], 'KneeRight': [0.6306026, -0.63015604, 1.81709158], 'FootRight': [0.4575182, -0.689434052, 1.80143929], 'SpineShoulder': [0.5605417, -0.003301159, 1.65889227], 'HandTipLeft': [0.373718679, -0.5943191, 1.74343514], 'ThumbLeft': [0.401477426, -0.5165285, 1.69703341]};-30;-45;5;0.423;Undefined;-110.980;-0.563;1.707;24.020;-0.712;1.714;-0.441;1.610;-0.561;1.659
1914;AW_171220;2020-12-17 05:12:27.139710;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037937054;-0.595;1.633;1.370;05:12:27.1397107;{'SpineBase': [0.59570235, -0.431526631, 1.687058], 'SpineMid': [0.594756, -0.1969582, 1.63335812], 'Neck': [0.5899377, 0.0332284868, 1.56997478], 'Head': [0.6343799, 0.15685308, 1.52297032], 'ShoulderLeft': [0.4708615, -0.08160748, 1.54127264], 'ElbowLeft': [0.403684974, -0.2935797, 1.60428119], 'WristLeft': [0.406414866, -0.5046881, 1.620262], 'HandLeft': [0.422020882, -0.562584937, 1.6316396], 'ShoulderRight': [0.752791047, -0.06648945, 1.63941669], 'HipLeft': [0.5368371, -0.4193583, 1.64658689], 'KneeLeft': [0.460016638, -0.638878942, 1.67835116], 'FootLeft': [0.427391917, -0.785847962, 1.71288919], 'HipRight': [0.637334049, -0.4312675, 1.67876089], 'SpineShoulder': [0.591815531, -0.0236738343, 1.58751237], 'HandTipLeft': [0.424440861, -0.6356481, 1.64431608], 'ThumbLeft': [0.451068848, -0.56235, 1.60918188], 'HandTipRight': [0.814223051, -0.5644384, 1.85757828], 'ThumbRight': [0.8190734, -0.485202, 1.83550012]};-30;-50;10;0.420;Undefined;-109.190;-0.595;1.633;25.810;-0.753;1.639;-0.471;1.541;-0.592;1.588
